ID         Имя                       Приоритет    Время запуска        Состояние       Время CPU      
787        CalendarWidgetE           0            2025-11-08 16:03:04  Running         00:00:32.0203375
786        NewsTag                   0            2025-11-08 16:03:04  Running         00:00:00.1260291
785        UniversalContro           0            2025-11-08 16:03:04  Running         00:03:59.1161166
784        SidecarRelay              0            2025-11-08 16:03:04  Running         00:00:09.9204416
782        PodcastsWidget            0            2025-11-08 16:03:04  Running         00:00:00.1253750
781        BatteriesAvocad           0            2025-11-08 16:03:04  Running         00:00:29.4699916
779        HomeWidget                0            2025-11-08 16:03:04  Running         00:00:00.1097875
778        VoiceMemosSetti           0            2025-11-08 16:03:04  Running         00:00:00.0387166
777        WeatherWidget             0            2025-11-08 16:03:04  Running         00:00:34.2338041
776        JournalWidgets            0            2025-11-08 16:03:04  Running         00:00:00.0573708
775        FindMyWidgetIte           0            2025-11-08 16:03:04  Running         00:00:00.0553750
774        NewsToday2                0            2025-11-08 16:03:04  Running         00:00:00.1511041
772        FindMyWidgetPeo           0            2025-11-08 16:03:03  Running         00:00:00.0649208
771        RecordWidgetExt           0            2025-11-08 16:03:03  Running         00:00:00.0476541
770        StocksWidget              0            2025-11-08 16:03:03  Running         00:00:00.1452083
767        WiFiAgent                 0            2025-11-08 16:03:03  Running         00:01:13.1263250
768        WorldClockWidge           0            2025-11-08 16:03:03  Running         00:00:00.1015500
766        HomeEnergyWidge           0            2025-11-08 16:03:03  Running         00:00:00.1678916
765        extensionkitser           0            2025-11-08 16:03:03  Running         00:00:34.7745500
764        duetexpertd               0            2025-11-08 16:03:03  Running         00:34:03.7673750
761        AssetCacheLocat           0            2025-11-08 16:03:03  Running         00:00:00.9404791
759        mediaremoteagen           0            2025-11-08 16:03:03  Running         00:00:01.0139500
760        avconferenced             0            2025-11-08 16:03:03  Running         00:00:14.6394000
754        searchpartyuser           0            2025-11-08 16:03:03  Running         00:00:46.4532500
735        ContextStoreAge           0            2025-11-08 16:03:02  Running         00:00:56.7092833
696        corespotlightd            0            2025-11-08 16:03:01  Running         00:02:35.0644541
750        UIKitSystem               0            2025-11-08 16:03:02  Running         00:00:10.5816708
749        CloudTelemetryS           0            2025-11-08 16:03:02  Running         00:00:16.1391125
748        imagent                   0            2025-11-08 16:03:02  Running         00:00:48.5214541
744        ContextService            0            2025-11-08 16:03:02  Running         00:00:01.1332583
743        akd                       0            2025-11-08 16:03:02  Running         00:00:18.2664500
742        StatusKitAgent            0            2025-11-08 16:03:02  Running         00:00:02.6811375
739        familycircled             0            2025-11-08 16:03:02  Running         00:00:04.1532583
740        NotificationCen           0            2025-11-08 16:03:02  Running         00:00:59.9034791
736        com.apple.geod            0            2025-11-08 16:03:02  Running         00:00:16.3728041
734        ScreenTimeAgent           0            2025-11-08 16:03:02  Running         00:00:15.2002458
731        liveactivitiesd           0            2025-11-08 16:03:02  Running         00:00:00.2943125
730        useractivityd             0            2025-11-08 16:03:02  Running         00:00:10.7089500
729        routined                  0            2025-11-08 16:03:02  Running         00:01:15.9527916
726        usernoted                 0            2025-11-08 16:03:01  Running         00:00:05.0483708
722        CategoriesServi           0            2025-11-08 16:03:01  Running         00:00:01.3975541
724        lockoutagent              0            2025-11-08 16:03:01  Running         00:00:27.2297125
721        CommCenter                0            2025-11-08 16:03:01  Running         00:00:03.4567500
720        coreauthd                 0            2025-11-08 16:03:01  Running         00:00:16.9882208
714        syncdefaultsd             0            2025-11-08 16:03:01  Running         00:00:05.4233041
711        CMFSyncAgent              0            2025-11-08 16:03:01  Running         00:00:04.4826291
698        homed                     0            2025-11-08 16:03:01  Running         00:00:28.6757875
707        WallpaperAerial           0            2025-11-08 16:03:01  Running         00:00:02.2167708
705        WallpaperDynami           0            2025-11-08 16:03:01  Running         00:00:01.0251375
686        usernotificatio           0            2025-11-08 16:03:01  Running         00:00:06.7455166
697        AppSSOAgent               0            2025-11-08 16:03:01  Running         00:00:02.3231250
693        ViewBridgeAuxil           0            2025-11-08 16:03:01  Running         00:00:16.3072791
692        chronod                   0            2025-11-08 16:03:01  Running         00:01:08.6808750
694        ACCFinderSync             0            2025-11-08 16:03:01  Running         00:00:01.7934375
689        sharingd                  0            2025-11-08 16:03:01  Running         00:03:19.9177666
685        fontworker                0            2025-11-08 16:03:01  Running         00:00:00.4918250
688        identityservice           0            2025-11-08 16:03:01  Running         00:00:56.2262625
684        AudioComponentR           0            2025-11-08 16:03:01  Running         00:00:00.5994416
678        intelligentrout           0            2025-11-08 16:03:01  Running         00:00:03.2658125
676        neagent                   0            2025-11-08 16:03:01  Running         00:00:06.0873250
679        audioaccessoryd           0            2025-11-08 16:03:01  Running         00:00:45.6639083
672        nsurlsessiond             0            2025-11-08 16:03:01  Running         00:00:25.3830875
675        iconservicesage           0            2025-11-08 16:03:01  Running         00:01:46.6397958
673        callservicesd             0            2025-11-08 16:03:01  Running         00:00:46.3420416
671        fontd                     0            2025-11-08 16:03:01  Running         00:00:05.2417791
666        fileproviderd             0            2025-11-08 16:03:01  Running         00:00:47.8722375
668        AMPDeviceDiscov           0            2025-11-08 16:03:01  Running         00:00:59.0463875
657        CoreLocationAge           0            2025-11-08 16:03:01  Running         00:00:02.3285000
667        pkd                       0            2025-11-08 16:03:01  Running         00:00:07.2410416
663        accountsd                 0            2025-11-08 16:03:01  Running         00:02:00.2501125
661        sharedfilelistd           0            2025-11-08 16:03:01  Running         00:00:02.5430083
659        suggestd                  0            2025-11-08 16:03:01  Running         00:02:05.8955333
664        calaccessd                0            2025-11-08 16:03:01  Running         00:00:41.3614000
662        tccd                      0            2025-11-08 16:03:01  Running         00:01:32.3955250
655        bird                      0            2025-11-08 16:03:01  Running         00:00:07.7035833
658        com.apple.hiser           0            2025-11-08 16:03:01  Running         00:00:07.0678750
652        siriactionsd              0            2025-11-08 16:03:01  Running         00:00:40.7408041
651        secinitd                  0            2025-11-08 16:03:01  Running         00:00:21.1884541
647        dmd                       0            2025-11-08 16:03:01  Running         00:00:00.6153708
648        com.apple.quick           0            2025-11-08 16:03:01  Running         00:00:13.1347625
654        WallpaperAgent            0            2025-11-08 16:03:01  Running         00:00:08.5652958
646        QuickLookUIServ           0            2025-11-08 16:03:01  Running         00:00:02.2612583
645        AccessibilityUI           0            2025-11-08 16:03:00  Running         00:00:03.8670625
644        cloudd                    0            2025-11-08 16:03:00  Running         00:02:17.1040083
640        rapportd                  0            2025-11-08 16:03:00  Running         00:01:20.2075166
643        secd                      0            2025-11-08 16:03:00  Running         00:01:12.8668541
638        trustd                    0            2025-11-08 16:03:00  Running         00:02:59.8266666
639        Finder                    0            2025-11-08 16:03:00  Running         00:03:54.6314541
630        lsd                       0            2025-11-08 16:03:00  Running         00:00:20.9058500
636        BackgroundTaskM           0            2025-11-08 16:03:00  Running         00:00:02.1738708
637        SystemUIServer            0            2025-11-08 16:03:00  Running         00:00:02.8573916
635        ControlCenter             0            2025-11-08 16:03:00  Running         00:09:33.7938291
631        linkd                     0            2025-11-08 16:03:00  Running         00:00:08.5607916
633        talagentd                 0            2025-11-08 16:03:00  Running         00:00:24.9368375
632        AXVisualSupport           0            2025-11-08 16:03:00  Running         00:08:00.5437000
627        BiomeAgent                0            2025-11-08 16:03:00  Running         00:02:03.7521750
626        pboard                    0            2025-11-08 16:03:00  Running         00:00:03.5814958
621        ContinuityCaptu           0            2025-11-08 16:03:00  Running         00:00:40.6514666
614        UserEventAgent            0            2025-11-08 16:03:00  Running         00:00:37.7734041
620        knowledge-agent           0            2025-11-08 16:03:00  Running         00:00:47.0057583
625        WindowManager             0            2025-11-08 16:03:00  Running         00:03:18.4823166
624        containermanage           0            2025-11-08 16:03:00  Running         00:00:12.0419958
623        universalaccess           0            2025-11-08 16:03:00  Running         00:00:44.9500833
622        CoreServicesUIA           0            2025-11-08 16:03:00  Running         00:00:10.6083375
608        cfprefsd                  0            2025-11-08 16:03:00  Running         00:01:20.9538833
603        distnoted                 0            2025-11-08 16:03:00  Running         00:00:57.0022125
417        loginwindow               0            2025-11-08 16:02:57  Running         00:19:42.5586375
